Date,Close,High,Low,Open,Volume,USDJPY,EURJPY,SP500,NASDAQ,VIX,US10Y,SOX,Target,ret_1,ret_3,ret_5,ret_10,ret_20,ma_5,ma_bias_5,ma_10,ma_bias_10,ma_25,ma_bias_25,ma_50,ma_bias_50,ma_75,ma_bias_75,volatility_5,volatility_10,volatility_20,usdjpy_ret_1,eurjpy_ret_1,sp500_ret_1,nasdaq_ret_1,vix_ret_1,sox_ret_1,usdjpy_ret_5,eurjpy_ret_5,sp500_ret_5,nasdaq_ret_5,vix_ret_5,sox_ret_5,us10y_ret,dayofweek,month,rsi_7,rsi_14,rsi_28,macd,macd_signal,macd_hist,bb_upper,bb_lower,bb_width,atr,stoch_k,stoch_d
2003-01-30,8316.8095703125,8407.150390625,8312.41015625,8364.900390625,53600000,119.04000091552734,128.77999877929688,844.6099853515625,1322.3499755859375,31.31999969482422,3.990000009536743,273.5476379394531,1,-0.0017129240961168968,-0.03399282017881611,-0.05393182462995039,-0.033959180062138494,-0.04405582191834634,8502.8798828125,-0.021883210754995774,8587.4009765625,-0.03151027965137787,8572.20234375,-0.02979313403908468,8656.36017578125,-0.03922556346704986,8679.210364583334,-0.04175504211185599,0.007967234714395883,0.014651722888461012,0.012344467643452827,0.003456155033313646,0.0038977237664326037,-0.022849276151957754,-0.026294921775985136,0.0019193686981149316,-0.058354026846694995,0.007788673785583011,0.01497479166936011,-0.04815520568291254,-0.04748358966043975,0.13766795908643759,-0.08314903968356013,-0.01066203394872478,3,1,30.326146421927376,38.71289206988824,42.83595921249176,-49.1013980028456,-23.80896636658541,-25.29243163626019,8833.78255525135,8345.9173470924,5.679554485027909,155.9148289971558,2.4461797397306695,13.508320918464904
2003-01-31,8339.9404296875,8348.0703125,8237.0302734375,8291.9501953125,58300000,119.91000366210938,129.11000061035156,855.7000122070312,1320.9100341796875,31.170000076293945,3.974999904632568,271.5986022949219,1,0.0027812178671935417,-0.021752579811292083,-0.04486093045572137,-0.04031064357325742,-0.04293174624716478,8424.537890625,-0.010041792444383524,8552.37001953125,-0.024838680898817467,8570.2971484375,-0.026878498465131684,8657.09119140625,-0.03663479507222711,8674.2908984375,-0.03854499147708168,0.010094342336080395,0.014150745451657516,0.012366245591052687,0.007308490758492159,0.002562523949237283,0.013130352526974365,-0.001088926103403165,-0.004789259897568288,-0.007125031892845857,0.017825364120486853,0.012706900727327053,-0.006617148880287638,-0.01581800723996074,-0.010790230089438468,-0.04209108728276767,-0.003759424779028242,4,1,32.98722879714444,39.85144172148324,43.33247808520991,-61.4798106241451,-31.34313521809735,-30.136675406047754,8830.970135796248,8311.318829047501,6.062799522449694,152.7094868589661,17.48270890742194,8.370291037290208
2003-02-03,8500.7900390625,8511.8701171875,8253.759765625,8285.5498046875,50700000,120.3000030517578,129.77999877929688,860.3200073242188,1323.7900390625,31.020000457763672,3.992000102996826,270.4291381835937,0,0.019286661665163463,0.020370703359713138,-0.012623273087852827,-0.006780171953458147,-0.009110690057707371,8402.801953125,0.011661358494955198,8546.5669921875,-0.005356180226147478,8574.0535546875,-0.008544793329981704,8657.0351953125,-0.01804834481146622,8673.776901041667,-0.019943660524447182,0.015553990268162893,0.015287708667245813,0.012822864417523307,0.0032524341400854695,0.00518935919586383,0.005399082682342904,0.002180318725946373,-0.00481230728787696,-0.004305854674680143,0.014761703542394367,0.010432858240577492,0.01515083205666623,-0.0011167388131767542,-0.10579412840102154,-0.03250491121490806,0.004276779565314248,0,2,48.83968964724116,47.19743894389008,46.67276965905791,-57.64606465793622,-36.60372110606512,-21.0423435518711,8828.820196886789,8305.652752331962,6.106606793279636,160.23812005207566,44.808358785401325,21.57908247751799
2003-02-04,8484.900390625,8579.41015625,8484.900390625,8555.73046875,59600000,119.83999633789062,130.38999938964844,848.2000122070312,1306.1500244140625,32.7599983215332,3.930999994277954,269.5995483398437,1,-0.00186919667048413,0.020210973798475917,-0.004749255985023626,-0.02568497797498115,-0.026216117770343383,8394.7041015625,0.010744427435591453,8524.1990234375,-0.00461024346152028,8572.954765625,-0.010271181571267718,8659.8130078125,-0.020198197932184137,8674.380638020833,-0.02184366300059737,0.015015819190701338,0.013908295198894954,0.012255073631651986,-0.003823829610954066,0.004700266728996816,-0.01408777549517104,-0.013325387053773285,0.05609277363289156,-0.003067679205436824,0.009774149222548045,0.014945108980320532,-0.012043662595736637,-0.026844408242587936,0.02599430029516414,-0.04401916671536277,-0.015280587962179348,1,2,47.54349192148207,46.59207499856655,46.39262160084807,-55.253032626344066,-40.333583410120916,-14.91944921622315,8810.749139548934,8300.880840919817,5.959318886758089,155.54323759299882,42.10897411437587,34.800013935733055
2003-02-05,8549.849609375,8574.419921875,8423.9296875,8425.1904296875,55400000,120.13999938964844,129.42999267578125,843.5900268554688,1301.5,33.040000915527344,4.000999927520752,269.6495361328125,0,0.007654682525414458,0.025169146165635814,0.02625944405749081,-0.007106044032999526,-0.01232026692369892,8438.4580078125,0.013200468789365427,8518.07998046875,0.0037296701814368838,8574.9031640625,-0.002921730334226935,8663.5048046875,-0.013118847149597657,8674.650494791667,-0.014386848840953204,0.008775934801329578,0.013877557824908657,0.012344126510655095,0.002503363325478958,-0.007362579326335994,-0.005435021557671615,-0.0035600997796164657,0.008547088166671157,0.0001854149729723087,0.012728670413814536,0.008964717083159046,-0.02402929201731374,-0.04164768578225997,0.05694180017954453,-0.07177264707977193,0.01780715679081446,2,2,53.4366610757401,49.44634469949789,47.72274140119565,-47.567351531777604,-41.78033703445226,-5.787014497325345,8801.196052991747,8299.768888414505,5.86431428045497,155.18230879171318,53.14275665389778,46.68669651789167
2003-02-06,8484.1904296875,8595.23046875,8451.2001953125,8562.2802734375,48500000,119.88999938964844,129.85000610351562,838.1500244140625,1301.72998046875,33.349998474121094,3.944999933242798,265.7314147949219,0,-0.007679571300938881,-0.0019527137241035497,0.0201256092206894,-0.034891626236322026,-0.0039457812781070745,8471.9341796875,0.0014466885294488474,8487.40703125,-0.0003789851895470431,8566.266796875,-0.009581346125880796,8663.9962109375,-0.02075321559155474,8669.9499609375,-0.021425675129261412,0.010239360008902475,0.011730691087675767,0.011927574333982616,-0.0020809056206931853,0.0032451012246172972,-0.0064486329475517135,0.00017670416346526885,0.009382492433529732,-0.014530421205548816,0.007140444116127576,0.008308800546368511,-0.007648454374845071,-0.015593447648419079,0.0648147764711613,-0.02857353550338937,-0.013996499698177955,3,2,47.1846647472941,46.727596718604765,46.51282681566726,-46.24149775433216,-42.67256917842824,-3.568928575903918,8800.816485766934,8296.787518139316,5.895901759246085,154.38573483784083,41.98836366290789,45.74669814372718
2003-02-07,8448.16015625,8517.4501953125,8422.669921875,8482.740234375,38300000,120.22000122070312,130.19000244140625,829.6900024414062,1282.469970703125,34.0099983215332,3.924000024795532,260.7938232421875,1,-0.004246754447121415,-0.0043300725622653635,0.012976079082924086,-0.03246697035412438,-0.005856665456200227,8493.578125,-0.005347330427951991,8459.0580078125,-0.0012883055716648162,8555.6312109375,-0.01256144076781951,8659.59822265625,-0.024416613908606166,8664.127161458333,-0.024926573812194763,0.010914572731356209,0.011680095631872877,0.011953826360960042,0.002752538433019369,0.002618377527218385,-0.010093684574632666,-0.014795702683815803,0.019790101277643357,-0.018581135981024177,0.0025852518482718523,0.008364974254117419,-0.030396177859738138,-0.02910119726695437,0.09111319340031665,-0.039782160001698874,-0.005323170799144794,4,2,43.89667875972388,45.25705339770491,45.851300148003624,-47.54996463876341,-43.64804827049528,-3.9019163682681324,8801.254082649128,8291.372968132124,5.966094187887856,150.12820188067366,35.86742472630386,43.66618168103653
2003-02-10,8484.9296875,8502.3603515625,8427.2998046875,8427.2998046875,37700000,121.20999908447266,129.8300018310547,835.969970703125,1296.6800537109375,33.9900016784668,3.9769999980926514,265.34161376953125,1,0.004352371471414207,-0.00759310687802206,-0.0018657502996332065,-0.014465471511939998,0.0017094123516023796,8490.4060546875,-0.0006450065111405223,8446.60400390625,0.0045374074096555805,8551.870390625,-0.007827609641790523,8653.845625,-0.019519176192838494,8657.7944921875,-0.01996637883279484,0.006273001933370352,0.011234642523049532,0.011973701009985441,0.008234884825463196,-0.0027651939749643306,0.007569053795079661,0.011080246190888765,-0.000587963659314461,0.017438260119835736,0.007564389107482805,0.0003852908940371602,-0.028303464308388704,-0.020479067338172174,0.09574471879028601,-0.01881278196659608,0.013506619001584008,0,2,48.19471868750414,47.08713670577586,46.65425150674068,-45.100054837233984,-43.938449583843024,-1.1616052533909595,8801.193234381626,8292.881765618375,5.947224038308612,144.76622652312554,42.11395116189174,39.98991318370117
2003-02-12,8664.169921875,8676.5302734375,8514.7802734375,8514.7802734375,65900000,121.31999969482422,129.89999389648438,818.6799926757812,1278.969970703125,34.33000183105469,3.911999940872192,264.3020935058594,0,0.021124539740035475,0.02121351396801785,0.021128065504230964,0.01627846692765944,0.012990714100503009,8526.2599609375,0.016174730956987737,8460.48203125,0.02407521106630206,8549.903984375,0.013364587217449708,8648.24021484375,0.0018419593623113517,8652.168359375,0.0013871161541829657,0.011301123194436883,0.01281424507392678,0.012701421903236674,0.0009075209238711412,0.0005391054798009609,-0.02068253481976312,-0.013658020694564121,0.010002946037019012,-0.003917667677165726,0.012349828122163009,-0.0037579990448483036,-0.03480313499930088,-0.020809289287523014,0.04792440750796745,-0.019649346100931164,-0.016343992268451846,2,2,63.91607081692506,54.98689424062524,50.374307374510515,-28.368282822220863,-40.82441623151859,12.456133409297728,8811.838904722954,8293.347130433296,6.062392694519695,148.1115379098666,72.56385966716824,50.181745185121294
2003-02-13,8599.66015625,8672.990234375,8550.48046875,8644.849609375,54100000,120.33000183105467,130.47000122070312,817.3699951171875,1277.43994140625,33.70000076293945,3.871000051498413,264.6619567871094,1,-0.007445579461931806,0.017932898666453312,0.005825897431035676,0.032238326316201604,-0.0014038776961708965,8536.2220703125,0.0074316349100296275,8487.3400390625,0.013233842012992714,8547.630390625,0.006087039711270892,8643.75361328125,-0.005101193185735764,8647.118359375,-0.005488325839040464,0.012146835896872947,0.010211064165326947,0.012740266765991047,-0.008160219801020774,0.004388047351818747,-0.0016001338377796825,-0.0011962980616612162,-0.01835132637672454,0.0013615604646810553,0.0015815085930706019,0.008035297873554503,-0.031081486152720328,-0.018486406910295794,0.019975781753139632,-0.018496524849375473,-0.010480544476858533,3,2,56.69211223027161,51.97904909809398,49.096445456287256,-20.082137529008833,-36.67596049101664,16.593822962007806,8810.735741323453,8293.241309457797,6.051159099772282,146.28283988951898,61.60473284038443,58.76084788981482
2003-02-14,8701.919921875,8771.6298828125,8613.73046875,8627.0,71400000,120.3000030517578,129.77999877929688,834.8900146484375,1310.1700439453125,32.619998931884766,3.95199990272522,280.0245056152344,1,0.01189114032031613,0.025573604303954278,0.02566296619482178,0.04630505824459186,0.010773396371737576,8579.76796875,0.014237209394229788,8525.85107421875,0.02065117559801899,8554.9951953125,0.01717414483680879,8640.2744140625,0.007134670134106846,8647.2854296875,0.006318109033377262,0.011706959645236666,0.010384907351902782,0.013013533892056308,-0.0002493042370180776,-0.005288590748451338,0.021434625244272754,0.025621637055619262,-0.03204753135324512,0.05804592777375417,0.0034198320476825916,-0.000539139937836719,-0.0038895301207012567,0.006483728271759803,-0.021889042747716858,0.05378773462423769,0.020924786915322624,4,2,64.17939469108998,56.08032868171871,51.1342071129716,-5.203812904368533,-30.38153097368702,25.177718069318487,8822.532096095223,8290.719954686028,6.215208422468324,148.11761750901763,86.96034196152932,73.70964482302735
2003-02-17,8771.8896484375,8821.3095703125,8731.9599609375,8765.6904296875,62900000,120.20999908447266,128.9199981689453,834.8900146484375,1310.1700439453125,32.619998931884766,3.95199990272522,280.0245056152344,0,0.008040722873880801,0.012432780928099296,0.03831952593228283,0.05179284221412428,0.009394395838727254,8644.5138671875,0.014734869213812951,8569.04599609375,0.023671672720185777,8565.95359375,0.024041229319495372,8632.1766015625,0.016185146959309282,8648.050364583334,0.014319907798100884,0.01046945054148687,0.010416543312917956,0.012968075252732405,-0.0007481626350950288,-0.006626603624908856,0.0,0.0,0.0,0.0,-8.319860363426024e-05,-0.009755006134457345,0.00626741577183032,0.021599003387970717,-0.04087031632601901,0.07373902546452649,0.0,0,2,68.52346025950672,58.68067902130808,52.48393250383282,12.093927457863174,-21.886439287376984,33.98036674524016,8836.997711346597,8284.418304278403,6.454833018062421,146.06561971819494,91.54172976189282,80.03560152126887
2003-02-18,8692.9697265625,8794.400390625,8674.3798828125,8775.3798828125,61200000,119.04000091552734,127.11000061035156,851.1699829101562,1346.5400390625,31.11000061035156,3.947999954223633,291.48895263671875,0,-0.008996912300311188,0.010850378807665484,0.02451876995150415,0.022607273749487122,0.01567382059260858,8686.121875,0.000788366967565679,8588.26396484375,0.012191726074951115,8574.854375,0.013774618949432549,8621.7248046875,0.008263418688133628,8649.099296875,0.0050722541367227425,0.012918115008654047,0.009970074998896161,0.012646778394057716,-0.009732952149206331,-0.014039695813692243,0.019499536437232567,0.027759751709531155,-0.046290569312595564,0.04094087050094464,-0.017902798327991243,-0.020950482803216874,0.018182485902270784,0.03845203387595064,-0.08473083041769203,0.09854217171490642,-0.0010121327429256644,1,2,59.09318987627871,54.74365786786984,50.84134601962776,19.212859301973367,-13.666579569506915,32.87943887148028,8849.645808913769,8285.18514811748,6.588459054096046,144.20525458207388,78.03450431387493,85.51219201243237
2003-02-19,8678.4404296875,8772.9501953125,8667.169921875,8756.6103515625,54100000,118.68000030517578,127.52999877929688,845.1300048828125,1334.3199462890625,31.309999465942383,3.88100004196167,288.8502197265625,0,-0.0016713847318027275,-0.002698196765575478,0.0016470715534411262,0.022809936493343397,-0.003460914198080034,8688.9759765625,-0.0012125188173404133,8607.61796875,0.008227881534080606,8579.869609375,0.01148861518883626,8611.80421875,0.0077377758765599935,8648.461302083333,0.0034664117184572962,0.009281245049948181,0.009961114663801635,0.012030355897625524,-0.0030241986524094377,0.003304210266136254,-0.007096089087508695,-0.009075179659674637,0.0064287641165867715,-0.009052600060095228,-0.021760628060412568,-0.018244766963392722,0.032308120930843565,0.043276993873052616,-0.08796976999810213,0.09287904569760408,-0.01697059600780526,2,2,57.396604190077255,54.02501985265712,50.53936207707518,23.412387813150417,-6.250786092975449,29.663173906125866,8845.416446843878,8286.400545343624,6.52605502096103,141.4606130717472,75.54780027477761,81.70801145018181
2003-02-20,8650.919921875,8650.919921875,8575.66015625,8626.4404296875,44100000,118.3000030517578,128.0399932861328,837.0999755859375,1331.22998046875,31.15999984741211,3.845999956130981,292.298583984375,0,-0.003171135186727403,-0.01379061199020526,0.005960673409605155,0.011821297112545093,0.004631250421736732,8699.2279296875,-0.005553137382185547,8617.725,0.003851935618158997,8581.43640625,0.008096956306101966,8600.72041015625,0.005836663596164859,8647.040104166666,0.0004486873729734331,0.008550189407957593,0.009902892173968206,0.011771786680571881,-0.003201864277391775,0.003999016009704093,-0.009501531421770348,-0.0023157607955319737,-0.004790789558889563,0.011938243498920809,-0.01687026301343386,-0.018625031898786504,0.024138371345428844,0.04210768531574649,-0.07537094534195476,0.10442236403283367,-0.009018316272163207,3,2,53.97233271029717,52.61608335239932,49.95650115728172,24.24044072075776,-0.15254073022880732,24.392981450986568,8849.232914736469,8286.572065732282,6.567078110955434,138.69773166930096,70.83763717988575,74.80664725617945
2003-02-21,8513.5400390625,8685.419921875,8506.830078125,8652.6796875,45700000,118.61000061035156,127.80999755859376,848.1699829101562,1349.02001953125,30.25,3.892999887466431,292.92828369140625,1,-0.015880378509239956,-0.020640781360566463,-0.021648082779864297,0.0034593293983951057,-0.03155299846632409,8661.551953125,-0.017088382643609012,8620.6599609375,-0.01242595373908606,8577.6112109375,-0.007469582183125989,8590.8566015625,-0.008999866495960074,8644.437174479166,-0.01514235487801463,0.008897150275888218,0.011000487407602396,0.011245962017014818,0.002620435761596207,-0.001796280377999393,0.013224235631437153,0.01336361058833413,-0.029204103076646448,0.002154302968039312,-0.014048232739272137,-0.015179544145729862,0.01590624876177338,0.029652620868165114,-0.07265478263299952,0.04608088869872784,0.012220471105447217,4,2,40.05509026865378,46.146365147348426,47.14198337245772,13.653876811811642,2.6087427781792827,11.04513403363236,8816.75218978152,8291.314802405981,6.1425687380752425,141.54716824649375,45.77224259297178,64.0525600158784
2003-02-24,8564.9501953125,8606.580078125,8489.0302734375,8503.98046875,37500000,118.1500015258789,127.62999725341795,832.5800170898438,1322.3800048828125,31.979999542236328,3.8440001010894775,292.0586853027344,0,0.0060386344592398,-0.013077261438215193,-0.023591205705815188,0.013824316407649695,-0.019091487617447722,8620.1640625,-0.0064051991107332285,8632.33896484375,-0.007806548121627177,8572.59921875,-0.000892264206259652,8583.80419921875,-0.0021964624854753367,8641.881979166666,-0.00890220255722407,0.008220187985495831,0.010998618048793705,0.011297910587773912,-0.003878248732025691,-0.0014083429200699715,-0.01838070921446877,-0.019747679250671335,0.057190067511944775,-0.002968639209957491,-0.01713665730207825,-0.010006212642330703,-0.0027668285858784003,0.009319371171647495,-0.019619847044901717,0.04297545195574948,-0.012586639556479096,0,2,46.120725818313026,48.68902117900072,48.272949883336686,9.305055708655345,3.948005364274495,5.35705034438085,8795.613482039907,8295.783490616343,5.848907403218359,139.83307084942277,35.691450661061666,50.76711014463975
2003-02-25,8360.490234375,8481.23046875,8324.7001953125,8475.5498046875,49600000,117.45999908447266,126.20999908447266,838.5700073242188,1328.97998046875,31.739999771118164,3.808000087738037,289.8497314453125,0,-0.02387170459548016,-0.03357211604347532,-0.03824694007291496,-0.0146659380464077,-0.028919259849341516,8553.6681640625,-0.022584220708855574,8619.89501953125,-0.03009372904988772,8564.666015625,-0.02383931619487678,8573.74880859375,-0.024873433894516905,8638.148776041666,-0.032143292372639576,0.011979637838174979,0.013501444544231578,0.012088611208951569,-0.005840054443462028,-0.01112589672885278,0.007194491954433557,0.00499098259317865,-0.007504683381911681,-0.007563390402624659,-0.013272864742128854,-0.007080493443138325,-0.014803124920897859,-0.0130408737091664,0.020250695866491863,-0.005623613439131647,-0.009365247763973072,1,2,31.385444653310444,40.49937803033477,44.3585114832429,-10.518377147334832,1.05472886195263,-11.57310600928746,8793.796364143462,8272.702659294038,6.106626838155886,147.00570864589255,7.20687946386433,29.556857572632605
2003-02-26,8356.8095703125,8429.169921875,8327.4599609375,8327.4599609375,40800000,117.08999633789062,126.37000274658205,827.5499877929688,1303.6800537109375,31.940000534057617,3.7730000019073486,281.30389404296875,1,-0.00044024500469674877,-0.01840955325644522,-0.03706090535285056,-0.03547487576236097,-0.019773885426561888,8489.3419921875,-0.015611624787523537,8589.158984375,-0.027051474362644767,8550.5951953125,-0.022663407701283167,8564.32400390625,-0.02423010076441534,8633.763307291667,-0.03207798582401078,0.012146307592420228,0.010994509700776802,0.011927580865486231,-0.003150031921215546,0.0012677574143891146,-0.013141442497345723,-0.019037101483566965,0.006301221310072158,-0.029483682319561333,-0.013397404475872898,-0.00909586798257811,-0.02080155359326219,-0.022962927792047894,0.02012140143280816,-0.02612539360619981,-0.009191198798390476,2,2,31.176249863333027,40.36774314629512,44.29146163312757,-26.22330341673114,-4.400877593784125,-21.822425822947018,8796.508426159175,8253.132589465824,6.374044312081158,143.77029809529307,6.465720668281786,16.45468359773594
